IDADE;SEXO;DOSE;UF;N
55;F;1ª Dose;14;1651
55;F;1ª Dose;15;25862
55;F;1ª Dose;16;2567
55;F;1ª Dose;17;5852
55;F;1ª Dose;21;23037
55;F;1ª Dose;22;15651
55;F;1ª Dose;23;25236
55;F;1ª Dose;24;18045
55;F;1ª Dose;25;20159
55;F;1ª Dose;26;37228
55;F;1ª Dose;27;14574
55;F;1ª Dose;28;9000
55;F;1ª Dose;29;63226
55;F;1ª Dose;31;106048
55;F;1ª Dose;32;22397
55;F;1ª Dose;33;86349
55;F;1ª Dose;35;258229
55;F;1ª Dose;41;70576
55;F;1ª Dose;42;39338
55;F;1ª Dose;43;70379
55;F;1ª Dose;50;14738
55;F;1ª Dose;51;15364
55;F;1ª Dose;52;34422
55;F;1ª Dose;53;15918
55;F;1ª Dose;99;145
55;F;1ª Dose;NA;3785
55;F;1ª Dose Revacinação ;11;4
55;F;2ª Dose;11;579
55;F;2ª Dose;12;644
55;F;2ª Dose;13;4060
55;F;2ª Dose;14;219
55;F;2ª Dose;15;3209
55;F;2ª Dose;16;405
55;F;2ª Dose;17;608
55;F;2ª Dose;21;2547
55;F;2ª Dose;22;1005
55;F;2ª Dose;23;2285
55;F;2ª Dose;24;1235
55;F;2ª Dose;25;1041
55;F;2ª Dose;26;3232
55;F;2ª Dose;27;1143
55;F;2ª Dose;28;478
55;F;2ª Dose;29;4241
55;F;2ª Dose;31;7696
55;F;2ª Dose;32;1480
55;F;2ª Dose;33;7942
55;F;2ª Dose;35;32537
55;F;2ª Dose;41;3900
55;F;2ª Dose;42;2666
55;F;2ª Dose;43;6665
55;F;2ª Dose;50;3807
55;F;2ª Dose;51;1103
55;F;2ª Dose;52;2491
55;F;2ª Dose;53;1197
55;F;2ª Dose;99;19
55;F;2ª Dose;NA;371
55;F;Dose ;11;84
55;F;Dose ;12;25
55;F;Dose ;13;10
55;F;Dose ;14;25
55;F;Dose ;15;140
55;F;Dose ;16;25
55;F;Dose ;17;116
55;F;Dose ;21;365
55;F;Dose ;22;219
55;F;Dose ;23;67
55;F;Dose ;24;17
55;F;Dose ;25;311
55;F;Dose ;26;314
55;F;Dose ;27;177
55;F;Dose ;28;63
55;F;Dose ;29;851
55;F;Dose ;31;1024
55;F;Dose ;32;141
55;F;Dose ;33;869
55;F;Dose ;35;1937
55;F;Dose ;41;367
55;F;Dose ;42;469
55;F;Dose ;43;808
55;F;Dose ;50;282
55;F;Dose ;51;394
55;F;Dose ;52;342
55;F;Dose ;53;123
55;F;Dose ;99;1
55;F;Dose ;NA;44
55;F;Dose Inicial ;25;18
55;F;Dose Inicial ;50;1
55;F;Única ;11;2
55;F;Única ;13;42
55;F;Única ;15;1
55;F;Única ;16;1
55;F;Única ;21;2
55;F;Única ;22;3
55;F;Única ;23;6
55;F;Única ;24;224
55;F;Única ;25;6
55;F;Única ;26;9
55;F;Única ;27;3
55;F;Única ;28;1
55;F;Única ;29;17
55;F;Única ;31;14
55;F;Única ;32;3
55;F;Única ;33;6
55;F;Única ;35;1470
55;F;Única ;41;34
55;F;Única ;42;54
55;F;Única ;43;14
55;F;Única ;50;4
55;F;Única ;51;3
55;F;Única ;52;1
55;F;Única ;53;1
55;F;Única ;99;1
55;F;Única ;NA;8
55;I;1ª Dose;31;1
55;M;1ª Dose;11;7113
55;M;1ª Dose;12;2681
55;M;1ª Dose;13;11714
55;M;1ª Dose;14;1580
55;M;1ª Dose;15;23122
55;M;1ª Dose;16;2214
55;M;1ª Dose;17;5485
55;M;1ª Dose;21;18905
55;M;1ª Dose;22;13265
55;M;1ª Dose;23;18528
55;M;1ª Dose;24;14789
55;M;1ª Dose;25;15948
55;M;1ª Dose;26;29598
55;M;1ª Dose;27;11443
55;M;1ª Dose;28;7097
55;M;1ª Dose;29;51890
55;M;1ª Dose;31;90775
55;M;1ª Dose;32;19412
55;M;1ª Dose;33;69845
55;M;1ª Dose;35;225215
55;M;1ª Dose;41;61396
55;M;1ª Dose;42;34947
55;M;1ª Dose;43;62207
55;M;1ª Dose;50;13024
55;M;1ª Dose;51;14580
55;M;1ª Dose;52;30869
55;M;1ª Dose;53;12973
55;M;1ª Dose;99;165
55;M;1ª Dose;NA;5198
55;M;1ª Dose Revacinação ;11;8
55;M;2ª Dose;11;398
55;M;2ª Dose;12;512
55;M;2ª Dose;13;3258
55;M;2ª Dose;14;203
55;M;2ª Dose;15;2411
55;M;2ª Dose;16;271
55;M;2ª Dose;17;417
55;M;2ª Dose;21;1784
55;M;2ª Dose;22;737
55;M;2ª Dose;23;1241
55;M;2ª Dose;24;707
55;M;2ª Dose;25;573
55;M;2ª Dose;26;1725
55;M;2ª Dose;27;774
55;M;2ª Dose;28;294
55;M;2ª Dose;29;2613
55;M;2ª Dose;31;4235
55;M;2ª Dose;32;808
55;M;2ª Dose;33;4528
55;M;2ª Dose;35;13654
55;M;2ª Dose;41;1876
55;M;2ª Dose;42;1367
55;M;2ª Dose;43;3441
55;M;2ª Dose;50;2627
55;M;2ª Dose;51;748
55;M;2ª Dose;52;1532
55;M;2ª Dose;53;867
55;M;2ª Dose;99;10
55;M;2ª Dose;NA;284
55;M;Dose ;11;157
55;M;Dose ;12;25
55;M;Dose ;13;4
55;M;Dose ;14;23
55;M;Dose ;15;208
55;M;Dose ;16;21
55;M;Dose ;17;199
55;M;Dose ;21;361
55;M;Dose ;22;271
55;M;Dose ;23;97
55;M;Dose ;24;26
55;M;Dose ;25;413
55;M;Dose ;26;323
55;M;Dose ;27;203
55;M;Dose ;28;75
55;M;Dose ;29;1044
55;M;Dose ;31;1457
55;M;Dose ;32;169
55;M;Dose ;33;1072
55;M;Dose ;35;2441
55;M;Dose ;41;723
55;M;Dose ;42;623
55;M;Dose ;43;1138
55;M;Dose ;50;392
55;M;Dose ;51;557
55;M;Dose ;52;418
55;M;Dose ;53;92
55;M;Dose ;99;8
55;M;Dose ;NA;94
55;M;Dose Inicial ;11;1
55;M;Dose Inicial ;25;11
55;M;Dose Inicial ;35;1
55;M;Dose Inicial ;41;1
55;M;Única ;13;52
55;M;Única ;14;1
55;M;Única ;15;4
55;M;Única ;17;1
55;M;Única ;21;2
55;M;Única ;22;1
55;M;Única ;23;3
55;M;Única ;24;272
55;M;Única ;25;3
55;M;Única ;26;10
55;M;Única ;27;6
55;M;Única ;28;1
55;M;Única ;29;14
55;M;Única ;31;21
55;M;Única ;32;3
55;M;Única ;33;10
55;M;Única ;35;1764
55;M;Única ;41;62
55;M;Única ;42;63
55;M;Única ;43;19
55;M;Única ;50;5
55;M;Única ;51;4
55;M;Única ;52;3
55;M;Única ;53;4
55;M;Única ;99;4
55;M;Única ;NA;12
56;F;1ª Dose;11;7114
56;F;1ª Dose;12;2608
56;F;1ª Dose;13;12233
56;F;1ª Dose;14;1648
56;F;1ª Dose;15;24590
56;F;1ª Dose;16;2158
56;F;1ª Dose;17;5765
56;F;1ª Dose;21;22685
56;F;1ª Dose;22;15163
56;F;1ª Dose;23;25382
56;F;1ª Dose;24;18170
56;F;1ª Dose;25;20028
56;F;1ª Dose;26;36872
56;F;1ª Dose;27;14244
56;F;1ª Dose;28;9018
56;F;1ª Dose;29;62299
56;F;1ª Dose;31;105261
56;F;1ª Dose;32;21780
56;F;1ª Dose;33;87671
56;F;1ª Dose;35;251915
56;F;1ª Dose;41;69138
56;F;1ª Dose;42;38602
56;F;1ª Dose;43;70166
56;F;1ª Dose;50;14515
56;F;1ª Dose;51;14816
56;F;1ª Dose;52;34127
56;F;1ª Dose;53;15421
56;F;1ª Dose;99;165
56;F;1ª Dose;NA;3602
56;F;1ª Dose Revacinação ;11;3
56;F;2ª Dose;11;553
56;F;2ª Dose;12;609
56;F;2ª Dose;13;4245
56;F;2ª Dose;14;220
56;F;2ª Dose;15;2939
56;F;2ª Dose;16;352
56;F;2ª Dose;17;515
56;F;2ª Dose;21;2556
56;F;2ª Dose;22;932
56;F;2ª Dose;23;2167
56;F;2ª Dose;24;1094
56;F;2ª Dose;25;990
56;F;2ª Dose;26;3090
56;F;2ª Dose;27;1048
56;F;2ª Dose;28;472
56;F;2ª Dose;29;4024
56;F;2ª Dose;31;6897
56;F;2ª Dose;32;1345
56;F;2ª Dose;33;8657
56;F;2ª Dose;35;30246
56;F;2ª Dose;41;3542
56;F;2ª Dose;42;2470
56;F;2ª Dose;43;6251
56;F;2ª Dose;50;3960
56;F;2ª Dose;51;1082
56;F;2ª Dose;52;2432
56;F;2ª Dose;53;1135
56;F;2ª Dose;99;12
56;F;2ª Dose;NA;333
56;F;Dose ;11;90
56;F;Dose ;12;20
56;F;Dose ;13;6
56;F;Dose ;14;23
56;F;Dose ;15;130
56;F;Dose ;16;27
56;F;Dose ;17;107
56;F;Dose ;21;351
56;F;Dose ;22;191
56;F;Dose ;23;73
56;F;Dose ;24;23
56;F;Dose ;25;353
56;F;Dose ;26;283
56;F;Dose ;27;189
56;F;Dose ;28;65
56;F;Dose ;29;689
56;F;Dose ;31;1146
56;F;Dose ;32;144
56;F;Dose ;33;735
56;F;Dose ;35;1768
56;F;Dose ;41;366
56;F;Dose ;42;430
56;F;Dose ;43;698
56;F;Dose ;50;306
56;F;Dose ;51;386
56;F;Dose ;52;313
56;F;Dose ;53;95
56;F;Dose ;99;5
56;F;Dose ;NA;29
56;F;Dose Inicial ;24;1
56;F;Dose Inicial ;25;22
56;F;Única ;11;2
56;F;Única ;13;30
56;F;Única ;14;2
56;F;Única ;15;2
56;F;Única ;22;1
56;F;Única ;23;2
56;F;Única ;24;202
56;F;Única ;25;2
56;F;Única ;26;11
56;F;Única ;27;5
56;F;Única ;29;7
56;F;Única ;31;12
56;F;Única ;33;8
56;F;Única ;35;1343
56;F;Única ;41;24
56;F;Única ;42;34
56;F;Única ;43;8
56;F;Única ;50;4
56;F;Única ;51;2
56;F;Única ;52;2
56;F;Única ;53;2
56;F;Única ;99;3
56;F;Única ;NA;5
56;I;1ª Dose;35;1
56;M;1ª Dose;11;6925
56;M;1ª Dose;12;2569
56;M;1ª Dose;13;11466
56;M;1ª Dose;14;1537
56;M;1ª Dose;15;22069
56;M;1ª Dose;16;2181
56;M;1ª Dose;17;5422
56;M;1ª Dose;21;18399
56;M;1ª Dose;22;12910
56;M;1ª Dose;23;18909
56;M;1ª Dose;24;14934
56;M;1ª Dose;25;16531
56;M;1ª Dose;26;28480
56;M;1ª Dose;27;11377
56;M;1ª Dose;28;7112
56;M;1ª Dose;29;51637
56;M;1ª Dose;31;91513
56;M;1ª Dose;32;19060
56;M;1ª Dose;33;70786
56;M;1ª Dose;35;220305
56;M;1ª Dose;41;60154
56;M;1ª Dose;42;34050
56;M;1ª Dose;43;62013
56;M;1ª Dose;50;12933
56;M;1ª Dose;51;14239
56;M;1ª Dose;52;30083
56;M;1ª Dose;53;12574
56;M;1ª Dose;99;159
56;M;1ª Dose;NA;5038
56;M;1ª Dose Revacinação ;11;8
56;M;2ª Dose;11;434
56;M;2ª Dose;12;518
56;M;2ª Dose;13;3580
56;M;2ª Dose;14;178
56;M;2ª Dose;15;2240
56;M;2ª Dose;16;263
56;M;2ª Dose;17;393
56;M;2ª Dose;21;1783
56;M;2ª Dose;22;685
56;M;2ª Dose;23;1294
56;M;2ª Dose;24;722
56;M;2ª Dose;25;552
56;M;2ª Dose;26;1778
56;M;2ª Dose;27;759
56;M;2ª Dose;28;321
56;M;2ª Dose;29;2587
56;M;2ª Dose;31;3878
56;M;2ª Dose;32;795
56;M;2ª Dose;33;4764
56;M;2ª Dose;35;13161
56;M;2ª Dose;41;1729
56;M;2ª Dose;42;1391
56;M;2ª Dose;43;3286
56;M;2ª Dose;50;2745
56;M;2ª Dose;51;737
56;M;2ª Dose;52;1437
56;M;2ª Dose;53;810
56;M;2ª Dose;99;4
56;M;2ª Dose;NA;301
56;M;Dose ;11;124
56;M;Dose ;12;24
56;M;Dose ;13;6
56;M;Dose ;14;21
56;M;Dose ;15;185
56;M;Dose ;16;21
56;M;Dose ;17;155
56;M;Dose ;21;315
56;M;Dose ;22;198
56;M;Dose ;23;83
56;M;Dose ;24;16
56;M;Dose ;25;508
56;M;Dose ;26;266
56;M;Dose ;27;172
56;M;Dose ;28;55
56;M;Dose ;29;901
56;M;Dose ;31;1486
56;M;Dose ;32;179
56;M;Dose ;33;926
56;M;Dose ;35;2170
56;M;Dose ;41;637
56;M;Dose ;42;568
56;M;Dose ;43;918
56;M;Dose ;50;362
56;M;Dose ;51;555
56;M;Dose ;52;371
56;M;Dose ;53;99
56;M;Dose ;99;4
56;M;Dose ;NA;64
56;M;Dose Inicial ;25;12
56;M;Dose Inicial ;26;1
56;M;Dose Inicial ;31;1
56;M;Dose Inicial ;35;2
56;M;Dose Inicial ;41;1
56;M;Única ;13;42
56;M;Única ;14;2
56;M;Única ;15;1
56;M;Única ;21;3
56;M;Única ;22;1
56;M;Única ;23;9
56;M;Única ;24;275
56;M;Única ;25;3
56;M;Única ;26;4
56;M;Única ;27;5
56;M;Única ;29;19
56;M;Única ;31;14
56;M;Única ;32;2
56;M;Única ;33;7
56;M;Única ;35;1592
56;M;Única ;41;48
56;M;Única ;42;44
56;M;Única ;43;12
56;M;Única ;50;3
56;M;Única ;51;3
56;M;Única ;53;1
56;M;Única ;99;1
56;M;Única ;NA;12
57;F;1ª Dose;11;6882
57;F;1ª Dose;12;2520
57;F;1ª Dose;13;11917
57;F;1ª Dose;14;1744
57;F;1ª Dose;15;25603
57;F;1ª Dose;16;2147
57;F;1ª Dose;17;5810
57;F;1ª Dose;21;25349
57;F;1ª Dose;22;16560
57;F;1ª Dose;23;25971
57;F;1ª Dose;24;18065
57;F;1ª Dose;25;20205
57;F;1ª Dose;26;36601
57;F;1ª Dose;27;14886
57;F;1ª Dose;28;9096
57;F;1ª Dose;29;63234
57;F;1ª Dose;31;106548
57;F;1ª Dose;32;21716
57;F;1ª Dose;33;89421
57;F;1ª Dose;35;249973
57;F;1ª Dose;41;66800
57;F;1ª Dose;42;37140
57;F;1ª Dose;43;70033
57;F;1ª Dose;50;14090
57;F;1ª Dose;51;14667
57;F;1ª Dose;52;33838
57;F;1ª Dose;53;15379
57;F;1ª Dose;99;143
57;F;1ª Dose;NA;3743
57;F;1ª Dose Revacinação ;11;4
57;F;1ª Dose Revacinação ;23;1
57;F;2ª Dose;11;496
57;F;2ª Dose;12;584
57;F;2ª Dose;13;4242
57;F;2ª Dose;14;195
57;F;2ª Dose;15;3121
57;F;2ª Dose;16;320
57;F;2ª Dose;17;521
57;F;2ª Dose;21;2703
57;F;2ª Dose;22;910
57;F;2ª Dose;23;1978
57;F;2ª Dose;24;1033
57;F;2ª Dose;25;1407
57;F;2ª Dose;26;2915
57;F;2ª Dose;27;1025
57;F;2ª Dose;28;400
57;F;2ª Dose;29;3956
57;F;2ª Dose;31;6218
57;F;2ª Dose;32;1316
57;F;2ª Dose;33;8602
57;F;2ª Dose;35;28152
57;F;2ª Dose;41;3316
57;F;2ª Dose;42;2189
57;F;2ª Dose;43;5908
57;F;2ª Dose;50;4018
57;F;2ª Dose;51;1026
57;F;2ª Dose;52;2238
57;F;2ª Dose;53;1028
57;F;2ª Dose;99;13
57;F;2ª Dose;NA;349
57;F;Dose ;11;65
57;F;Dose ;12;15
57;F;Dose ;13;4
57;F;Dose ;14;18
57;F;Dose ;15;144
57;F;Dose ;16;14
57;F;Dose ;17;101
57;F;Dose ;21;360
57;F;Dose ;22;161
57;F;Dose ;23;66
57;F;Dose ;24;15
57;F;Dose ;25;341
57;F;Dose ;26;302
57;F;Dose ;27;178
57;F;Dose ;28;50
57;F;Dose ;29;578
57;F;Dose ;31;677
57;F;Dose ;32;106
57;F;Dose ;33;607
57;F;Dose ;35;1741
57;F;Dose ;41;275
57;F;Dose ;42;348
57;F;Dose ;43;626
57;F;Dose ;50;252
57;F;Dose ;51;425
57;F;Dose ;52;277
57;F;Dose ;53;81
57;F;Dose ;99;1
57;F;Dose ;NA;30
57;F;Dose Inicial ;25;23
57;F;Única ;13;35
57;F;Única ;21;1
57;F;Única ;22;3
57;F;Única ;23;3
57;F;Única ;24;207
57;F;Única ;25;6
57;F;Única ;26;4
57;F;Única ;27;3
57;F;Única ;28;2
57;F;Única ;29;10
57;F;Única ;31;12
57;F;Única ;33;5
57;F;Única ;35;1255
57;F;Única ;41;21
57;F;Única ;42;44
57;F;Única ;43;10
57;F;Única ;50;1
57;F;Única ;51;2
57;F;Única ;52;1
57;F;Única ;53;1
57;F;Única ;NA;6
57;I;1ª Dose;NA;1
57;I;2ª Dose;35;1
57;M;1ª Dose;11;6884
57;M;1ª Dose;12;2315
57;M;1ª Dose;13;11105
57;M;1ª Dose;14;1644
57;M;1ª Dose;15;22833
57;M;1ª Dose;16;2192
57;M;1ª Dose;17;5561
57;M;1ª Dose;21;20989
57;M;1ª Dose;22;13922
57;M;1ª Dose;23;19005
57;M;1ª Dose;24;14715
57;M;1ª Dose;25;16376
57;M;1ª Dose;26;28932
57;M;1ª Dose;27;11757
57;M;1ª Dose;28;7366
57;M;1ª Dose;29;52687
57;M;1ª Dose;31;92919
57;M;1ª Dose;32;19253
57;M;1ª Dose;33;72097
57;M;1ª Dose;35;214888
57;M;1ª Dose;41;58070
57;M;1ª Dose;42;33542
57;M;1ª Dose;43;60687
57;M;1ª Dose;50;12657
57;M;1ª Dose;51;13947
57;M;1ª Dose;52;30388
57;M;1ª Dose;53;12095
57;M;1ª Dose;99;151
57;M;1ª Dose;NA;4989
57;M;1ª Dose Revacinação ;11;5
57;M;2ª Dose;11;417
57;M;2ª Dose;12;484
57;M;2ª Dose;13;3451
57;M;2ª Dose;14;168
57;M;2ª Dose;15;2460
57;M;2ª Dose;16;259
57;M;2ª Dose;17;402
57;M;2ª Dose;21;2056
57;M;2ª Dose;22;712
57;M;2ª Dose;23;1226
57;M;2ª Dose;24;631
57;M;2ª Dose;25;873
57;M;2ª Dose;26;1782
57;M;2ª Dose;27;770
57;M;2ª Dose;28;275
57;M;2ª Dose;29;2607
57;M;2ª Dose;31;3648
57;M;2ª Dose;32;748
57;M;2ª Dose;33;4928
57;M;2ª Dose;35;12452
57;M;2ª Dose;41;1673
57;M;2ª Dose;42;1368
57;M;2ª Dose;43;3086
57;M;2ª Dose;50;2930
57;M;2ª Dose;51;713
57;M;2ª Dose;52;1522
57;M;2ª Dose;53;756
57;M;2ª Dose;99;6
57;M;2ª Dose;NA;297
57;M;Dose ;11;117
57;M;Dose ;12;28
57;M;Dose ;13;10
57;M;Dose ;14;21
57;M;Dose ;15;194
57;M;Dose ;16;19
57;M;Dose ;17;146
57;M;Dose ;21;358
57;M;Dose ;22;209
57;M;Dose ;23;81
57;M;Dose ;24;22
57;M;Dose ;25;453
57;M;Dose ;26;251
57;M;Dose ;27;172
57;M;Dose ;28;61
57;M;Dose ;29;731
57;M;Dose ;31;1003
57;M;Dose ;32;161
57;M;Dose ;33;788
57;M;Dose ;35;2100
57;M;Dose ;41;532
57;M;Dose ;42;494
57;M;Dose ;43;810
57;M;Dose ;50;335
57;M;Dose ;51;547
57;M;Dose ;52;347
57;M;Dose ;53;67
57;M;Dose ;99;4
57;M;Dose ;NA;70
57;M;Dose Inicial ;25;24
57;M;Dose Inicial ;35;2
57;M;Dose Inicial ;50;1
57;M;Dose Inicial ;53;1
57;M;Única ;13;32
57;M;Única ;15;1
57;M;Única ;22;2
57;M;Única ;23;6
57;M;Única ;24;266
57;M;Única ;25;7
57;M;Única ;26;7
57;M;Única ;27;4
57;M;Única ;29;10
57;M;Única ;31;13
57;M;Única ;33;7
57;M;Única ;35;1553
57;M;Única ;41;35
57;M;Única ;42;49
57;M;Única ;43;5
57;M;Única ;50;5
57;M;Única ;51;1
57;M;Única ;52;5
57;M;Única ;53;2
57;M;Única ;NA;8
58;F;1ª Dose;11;6642
58;F;1ª Dose;12;2479
58;F;1ª Dose;13;11852
58;F;1ª Dose;14;1554
58;F;1ª Dose;15;24156
58;F;1ª Dose;16;1963
58;F;1ª Dose;17;5419
58;F;1ª Dose;21;22954
58;F;1ª Dose;22;15453
58;F;1ª Dose;23;24586
58;F;1ª Dose;24;17213
58;F;1ª Dose;25;19205
58;F;1ª Dose;26;33962
58;F;1ª Dose;27;13686
58;F;1ª Dose;28;8383
58;F;1ª Dose;29;59065
58;F;1ª Dose;31;104613
58;F;1ª Dose;32;20961
58;F;1ª Dose;33;86716
58;F;1ª Dose;35;235949
58;F;1ª Dose;41;64681
58;F;1ª Dose;42;36727
58;F;1ª Dose;43;69625
58;F;1ª Dose;50;13817
58;F;1ª Dose;51;14052
58;F;1ª Dose;52;32384
58;F;1ª Dose;53;14681
58;F;1ª Dose;99;124
58;F;1ª Dose;NA;3440
58;F;1ª Dose Revacinação ;11;2
58;F;2ª Dose;11;489
58;F;2ª Dose;12;573
58;F;2ª Dose;13;4402
58;F;2ª Dose;14;164
58;F;2ª Dose;15;3298
58;F;2ª Dose;16;363
58;F;2ª Dose;17;473
58;F;2ª Dose;21;2495
58;F;2ª Dose;22;803
58;F;2ª Dose;23;1861
58;F;2ª Dose;24;976
58;F;2ª Dose;25;1465
58;F;2ª Dose;26;2792
58;F;2ª Dose;27;1049
58;F;2ª Dose;28;351
58;F;2ª Dose;29;3614
58;F;2ª Dose;31;5715
58;F;2ª Dose;32;1073
58;F;2ª Dose;33;8589
58;F;2ª Dose;35;25723
58;F;2ª Dose;41;2981
58;F;2ª Dose;42;2182
58;F;2ª Dose;43;5488
58;F;2ª Dose;50;4336
58;F;2ª Dose;51;954
58;F;2ª Dose;52;2113
58;F;2ª Dose;53;1119
58;F;2ª Dose;99;15
58;F;2ª Dose;NA;323
58;F;Dose ;11;77
58;F;Dose ;12;24
58;F;Dose ;13;5
58;F;Dose ;14;18
58;F;Dose ;15;130
58;F;Dose ;16;17
58;F;Dose ;17;79
58;F;Dose ;21;288
58;F;Dose ;22;101
58;F;Dose ;23;52
58;F;Dose ;24;14
58;F;Dose ;25;223
58;F;Dose ;26;248
58;F;Dose ;27;139
58;F;Dose ;28;35
58;F;Dose ;29;468
58;F;Dose ;31;446
58;F;Dose ;32;134
58;F;Dose ;33;527
58;F;Dose ;35;1486
58;F;Dose ;41;228
58;F;Dose ;42;321
58;F;Dose ;43;484
58;F;Dose ;50;230
58;F;Dose ;51;245
58;F;Dose ;52;270
58;F;Dose ;53;51
58;F;Dose ;99;2
58;F;Dose ;NA;21
58;F;Dose Inicial ;25;19
58;F;Dose Inicial ;35;1
58;F;Única ;13;39
58;F;Única ;15;2
58;F;Única ;16;1
58;F;Única ;22;1
58;F;Única ;23;3
58;F;Única ;24;165
58;F;Única ;25;3
58;F;Única ;26;4
58;F;Única ;27;2
58;F;Única ;28;1
58;F;Única ;29;8
58;F;Única ;31;11
58;F;Única ;33;3
58;F;Única ;35;1120
58;F;Única ;41;21
58;F;Única ;42;40
58;F;Única ;43;9
58;F;Única ;50;2
58;F;Única ;51;2
58;F;Única ;52;2
58;F;Única ;NA;4
58;M;1ª Dose;11;6739
58;M;1ª Dose;12;2249
58;M;1ª Dose;13;10975
58;M;1ª Dose;14;1524
58;M;1ª Dose;15;22155
58;M;1ª Dose;16;1913
58;M;1ª Dose;17;5277
58;M;1ª Dose;21;19473
58;M;1ª Dose;22;13219
58;M;1ª Dose;23;18289
58;M;1ª Dose;24;13955
58;M;1ª Dose;25;15305
58;M;1ª Dose;26;26880
58;M;1ª Dose;27;11209
58;M;1ª Dose;28;6833
58;M;1ª Dose;29;48860
58;M;1ª Dose;31;90504
58;M;1ª Dose;32;18464
58;M;1ª Dose;33;69661
58;M;1ª Dose;35;201635
58;M;1ª Dose;41;56036
58;M;1ª Dose;42;32399
58;M;1ª Dose;43;60668
58;M;1ª Dose;50;12501
58;M;1ª Dose;51;13680
58;M;1ª Dose;52;29020
58;M;1ª Dose;53;11799
58;M;1ª Dose;99;160
58;M;1ª Dose;NA;4992
58;M;1ª Dose Revacinação ;11;3
58;M;2ª Dose;11;438
58;M;2ª Dose;12;512
58;M;2ª Dose;13;3525
58;M;2ª Dose;14;173
58;M;2ª Dose;15;2543
58;M;2ª Dose;16;310
58;M;2ª Dose;17;360
58;M;2ª Dose;21;1880
58;M;2ª Dose;22;618
58;M;2ª Dose;23;1091
58;M;2ª Dose;24;611
58;M;2ª Dose;25;1007
58;M;2ª Dose;26;1596
58;M;2ª Dose;27;685
58;M;2ª Dose;28;262
58;M;2ª Dose;29;2345
58;M;2ª Dose;31;3444
58;M;2ª Dose;32;704
58;M;2ª Dose;33;4923
58;M;2ª Dose;35;11478
58;M;2ª Dose;41;1542
58;M;2ª Dose;42;1278
58;M;2ª Dose;43;2920
58;M;2ª Dose;50;3361
58;M;2ª Dose;51;669
58;M;2ª Dose;52;1351
58;M;2ª Dose;53;795
58;M;2ª Dose;99;8
58;M;2ª Dose;NA;278
58;M;Dose ;11;116
58;M;Dose ;12;30
58;M;Dose ;13;6
58;M;Dose ;14;23
58;M;Dose ;15;161
58;M;Dose ;16;18
58;M;Dose ;17;125
58;M;Dose ;21;343
58;M;Dose ;22;141
58;M;Dose ;23;66
58;M;Dose ;24;18
58;M;Dose ;25;305
58;M;Dose ;26;217
58;M;Dose ;27;128
58;M;Dose ;28;38
58;M;Dose ;29;590
58;M;Dose ;31;667
58;M;Dose ;32;122
58;M;Dose ;33;618
58;M;Dose ;35;1809
58;M;Dose ;41;442
58;M;Dose ;42;385
58;M;Dose ;43;709
58;M;Dose ;50;278
58;M;Dose ;51;384
58;M;Dose ;52;298
58;M;Dose ;53;56
58;M;Dose ;99;4
58;M;Dose ;NA;64
58;M;Dose Inicial ;25;21
58;M;Dose Inicial ;35;2
58;M;Dose Inicial ;NA;1
58;M;Única ;11;2
58;M;Única ;13;35
58;M;Única ;15;3
58;M;Única ;23;8
58;M;Única ;24;197
58;M;Única ;25;5
58;M;Única ;26;6
58;M;Única ;27;2
58;M;Única ;29;12
58;M;Única ;31;11
58;M;Única ;32;2
58;M;Única ;33;3
58;M;Única ;35;1335
58;M;Única ;41;36
58;M;Única ;42;30
58;M;Única ;43;9
58;M;Única ;50;3
58;M;Única ;51;1
58;M;Única ;52;5
58;M;Única ;53;1
58;M;Única ;NA;10
59;F;1ª Dose;11;6224
59;F;1ª Dose;12;2348
59;F;1ª Dose;13;10624
59;F;1ª Dose;14;1360
59;F;1ª Dose;15;23794
59;F;1ª Dose;16;1998
59;F;1ª Dose;17;4926
59;F;1ª Dose;21;20501
59;F;1ª Dose;22;13847
59;F;1ª Dose;23;22494
59;F;1ª Dose;24;15765
59;F;1ª Dose;25;17554
59;F;1ª Dose;26;31757
59;F;1ª Dose;27;12289
59;F;1ª Dose;28;7749
59;F;1ª Dose;29;56203
59;F;1ª Dose;31;101134
59;F;1ª Dose;32;20225
59;F;1ª Dose;33;83406
59;F;1ª Dose;35;221826
59;F;1ª Dose;41;62801
59;F;1ª Dose;42;35430
59;F;1ª Dose;43;67901
59;F;1ª Dose;50;13281
59;F;1ª Dose;51;13138
59;F;1ª Dose;52;30415
59;F;1ª Dose;53;13706
59;F;1ª Dose;99;96
59;F;1ª Dose;NA;3193
59;F;1ª Dose Revacinação ;11;1
59;F;2ª Dose;11;459
59;F;2ª Dose;12;667
59;F;2ª Dose;13;4209
59;F;2ª Dose;14;173
59;F;2ª Dose;15;8156
59;F;2ª Dose;16;465
59;F;2ª Dose;17;439
59;F;2ª Dose;21;2383
59;F;2ª Dose;22;769
59;F;2ª Dose;23;1693
59;F;2ª Dose;24;884
59;F;2ª Dose;25;1467
59;F;2ª Dose;26;2691
59;F;2ª Dose;27;1431
59;F;2ª Dose;28;327
59;F;2ª Dose;29;3477
59;F;2ª Dose;31;5234
59;F;2ª Dose;32;1138
59;F;2ª Dose;33;8863
59;F;2ª Dose;35;23234
59;F;2ª Dose;41;2604
